"consecutive"	"dat.source"	"year"	"date"	"CPUE_pontastacus.leptodactylus"	"CPUE_pacifastacus.leniusculus"	"pontastacus.leptodactylus"	"pacifastacus.leniusculus"	"CPUE_faxonius.limosus"	"CPUE_procambarus.clarkii"	"CPUE_procambarus.acutus"	"CPUE_procambarus.virginalis"	"CPUE_faxonius.virilis"	"faxonius.limosus"	"procambarus.clarkii"	"procambarus.acutus"	"procambarus.virginalis"	"faxonius.virilis"	"BEKNR"	"BEKNAAM"	"longitude"	"latitude"	"nearest_river_index"	"VHAG"	"CATC"	"WVLC"	"ID"	"distances_cray_VHAG_WVLC"	"yearGroup"	"sample_point"	"sample_datum_monstername"	"sample_tijdstip_monstername"	"sample_point_omschrijving"	"lambert_x"	"lambert_y"	"waterloop"	"bekken"	"gemeente"	"Cl-"	"N t"	"O2"	"BZV5"	"EC 20"	"T"	"pH"	"Secchi"	"P t"	"Ca o"	"Clfyl a"	"ZS"	"oPO4"	"distance_cray_FC"
TRUE	"craywatch_data"	2024	"2024-08-30"	0	0	0	0	0	2.16666666666667	0	0	0	0	1	0	0	0	2	"Bekken van de Brugse Polders"	3.23795299623005	51.3276998022662	832	2125	1	NA	242	3.19613124590472	2024	"OW6010"	"2024-05-14; 2024-06-13; 2024-07-03; 2024-07-17; 2024-08-07; 2024-09-17; 2024-10-15; 2023-05-30; 2023-06-29; 2023-07-13; 2023-08-17; 2023-09-13; 2023-10-09; 2022-05-12; 2022-06-13; 2022-08-10; 2022-09-07; 2022-09-21; 2022-10-20"	"10:13:29; 10:42:34; 10:22:22; 11:18:15; 10:03:15; 10:32:45; 10:03:27; 10:39:00; 10:38:00; 10:53:00; 11:31:00; 09:48:59; 10:48:00; 10:35:59; 10:06:00; 10:22:59; 10:35:00; 10:42:59; 09:39:00"	"Ramskapelle, Heistlaan, Seulebrug"	71180.002225	224810.007279	"ISABELLAVAART - KLEINE GEULE"	"Bekken van de Brugse Polders"	"Knokke-Heist"	605.058823529412	2.72352941176471	7.26789473684211	6.725	2528.05555555556	18.1052631578947	7.93684210526316	38.6666666666667	1.21341176470588	100400	120.266666666667	33.7	NA	0.0122854428690758
FALSE	"craywatch_data"	2024	"2024-09-18"	0	0	0	0	0	1.33333333333333	0	0	0	0	1	0	0	0	2	"Bekken van de Brugse Polders"	3.15360799624426	51.2699430022735	6957	2614	2	NA	251	0.178197308141395	2024	"OW877038"	"2024-05-21; 2024-06-18; 2024-07-16; 2024-08-27; 2024-09-24; 2024-10-22"	"14:17:53; 14:06:45; 12:09:25; 12:29:18; 12:15:04; 12:14:13"	"Blankenbergsedijk"	65358.999549	218534.997143	"KRUISILADER - GROTE WATERGANG"	"Bekken van de Brugse Polders"	"Zuienkerke"	420.4	2.124	6.014	NA	1872.83333333333	17.1666666666667	7.725	NA	0.3482	NA	NA	20.76	NA	172.421225664301
FALSE	"craywatch_data"	2024	"2024-10-01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Ijzerbekken"	2.94516219628813	51.2151213022672	12680	14884	1	NA	257	0.736169528617937	2024	"OW695000"	"2024-05-06; 2024-06-06; 2024-06-27; 2024-08-01; 2024-09-09; 2024-10-14; 2023-05-23; 2023-06-20; 2023-06-27; 2023-08-30; 2023-09-21; 2023-10-17; 2023-10-30; 2022-05-24; 2022-06-20; 2022-08-03; 2022-09-19; 2022-10-10; 2022-10-27"	"06:49:33; 09:07:28; 06:55:59; 08:18:07; 08:26:50; 08:39:39; 13:12:00; 08:20:00; 12:55:00; 13:04:59; 09:05:00; 13:15:59; 09:46:00; 07:04:59; 08:18:59; 07:22:59; 08:11:59; 08:24:00; 13:40:59"	"Zandvoordestraat"	50649.998372	212428.999581	"GAUWELOZE KREEK - SLUISKREEK - HAGEBRUGGELEED"	"IJzerbekken"	"Oostende"	666.944444444444	3.90944444444444	7.91705882352941	9.1	2651.16666666667	17.1944444444444	8.17222222222222	28.4615384615385	1.42222222222222	99833.3333333333	141.153846153846	40.7777777777778	NA	239.036500569827
TRUE	"craywatch_data"	2024	"2024-07-04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	"Leiebekken"	3.340027992302	50.7950431048548	29610	18815	2	NA	275	0.846538240992758	2024	"OW632500"	"2024-05-23; 2024-06-12; 2024-07-04; 2024-08-29; 2024-09-25; 2024-10-17; 2023-06-01; 2023-07-05; 2023-09-04; 2023-09-26; 2023-10-17; 2022-05-11; 2022-06-09; 2022-06-30"	"12:58:57; 08:05:02; 10:35:42; 10:06:51; 09:55:21; 10:37:20; 12:21:59; 10:28:00; 10:26:00; 10:17:00; 09:55:00; 11:36:00; 09:53:00"	"Sint-Denijsstraat, Kreupel, afw"	77473.997861	165455.006429	"SLIJPBEEK - KASTEELBEEK"	"Leiebekken"	"Zwevegem"	50.35	9.06666666666667	4.38857142857143	2.1	900	14.9928571428571	7.69214285714286	NA	0.327	134000	NA	14.0666666666667	NA	0.0119995757622693
TRUE	"craywatch_data"	2024	"2024-08-23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	"Leiebekken"	3.41502079614601	50.9205784023996	18025	4203	1	NA	312	0.935532516514108	2024	"OW603000"	"2024-05-29; 2024-06-26; 2024-07-18; 2024-08-22; 2024-09-12; 2024-10-01; 2023-05-04; 2023-06-08; 2023-07-19; 2023-08-29; 2023-09-07; 2023-10-04; 2023-10-23; 2022-05-11; 2022-06-09; 2022-07-06; 2022-09-08; 2022-09-29; 2022-10-19"	"13:45:46; 10:38:11; 10:57:03; 12:53:27; 11:44:43; 12:46:00; 11:00:00; 08:18:00; 09:23:00; 09:36:00; 12:53:00; 13:26:59; 11:43:59; 09:00:00; 08:34:00; 10:33:00; 09:52:00; 09:55:59; 09:59:59"	"St-Baafs-Vijve, Vijvestraat, Hooie"	82849.997205	179420.000105	"MANDEL"	"Leiebekken"	"Wielsbeke"	138.594444444444	6.17222222222222	7.48421052631579	4.575	969.315789473684	17.4052631578947	7.69473684210526	NA	0.898333333333333	102000	NA	18.0833333333333	NA	115.257521006407
TRUE	"craywatch_data"	2024	"2024-07-26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"Bekken van de Brugse Polders"	3.21256229620487	51.0213582023495	1681	318	2	NA	318	0.577388332432764	2024	"OW909100"	"2024-05-15; 2024-06-05; 2024-07-01; 2024-08-21; 2024-09-17; 2024-10-10; 2023-05-02; 2023-06-01; 2023-07-05; 2023-09-06; 2023-09-25; 2023-10-16"	"10:43:51; 10:13:43; 12:07:17; 09:32:07; 11:39:38; 10:06:59; 14:00:00; 13:13:59; 12:55:00; 13:49:59; 14:14:00; 14:18:00"	"Koolskamp, Jostraat, Noordhoek"	68879.999215	190759.997477	"JOBEEK - GROTE BEEK - RINKBEEK"	"Bekken van de Brugse Polders"	"Ardooie"	56.5	7.68333333333333	4.81181818181818	10.5	793.75	15.1	7.565	NA	1.33925	99333.3333333333	NA	26.7583333333333	NA	0.00115114464851465
TRUE	"craywatch_data"	2024	"2024-08-16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	"Leiebekken"	3.4124768961451	50.9058140024035	4190	4202	1	NA	319	4.34694771861382	2024	"OW630000"	"2024-05-16; 2024-06-06; 2024-06-26; 2024-08-26; 2024-09-24; 2024-10-15; 2023-05-10; 2023-06-21; 2023-08-10; 2023-09-13; 2023-09-28; 2023-10-19; 2022-05-11; 2022-06-09; 2022-06-30; 2022-09-01; 2022-09-28; 2022-10-18; 2022-10-25"	"10:34:55; 10:23:48; 09:55:53; 11:41:06; 10:14:26; 10:50:58; 11:43:59; 10:12:00; 10:28:00; 11:00:00; 11:42:00; 11:38:59; 08:40:00; 09:26:00; 10:06:00; 09:46:00; 08:32:00; 08:45:59; 10:15:59"	"St.-Eloois-Vijve, Gentseweg"	82771.995958	177588.003198	"GAVERBEEK"	"Leiebekken"	"Waregem"	116.958823529412	4.74294117647059	6.39052631578947	3.6	786.157894736842	16.9105263157895	7.53526315789474	NA	0.840117647058824	81800	NA	9.95294117647059	NA	124.187633771789
TRUE	"craywatch_data"	2024	"2024-07-08"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"Bekken van de Gentse Kanalen"	3.65431779610509	51.0822354023794	13422	402	1	NA	342	1.55503491564714	2024	"OW784000"	"2024-05-07; 2024-06-13; 2024-07-08; 2024-08-01; 2024-09-17; 2024-10-10; 2023-05-24; 2023-06-21; 2023-07-25; 2023-08-22; 2023-09-21; 2022-05-12; 2022-06-16; 2022-07-07; 2022-08-11; 2022-09-20; 2022-10-13"	"09:40:18; 09:25:06; 09:01:12; 09:25:01; 10:04:37; 10:10:30; 12:19:00; 08:45:00; 11:38:00; 11:25:59; 13:39:00; 10:56:00; 12:48:59; 12:08:00; 13:26:00; 12:17:00; 12:54:00"	"Vinderhoute,Bulken,Langendam"	99937.998348	197142.003387	"MEREBEEK - GAVERGRACHT - KALE"	"Bekken van de Gentse Kanalen"	"Gent"	52.3066666666667	1.50066666666667	4.43352941176471	NA	683.529411764706	16.5411764705882	7.66235294117647	NA	0.775333333333333	NA	NA	3.63333333333333	NA	0.0011538191737146
TRUE	"craywatch_data"	2024	"2024-09-02"	NA	NA	NA	NA	NA	1.77777777777778	NA	NA	NA	NA	1	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	3.82905059606963	51.1483519023794	13923	26	1	NA	345	1.55697614981566	2024	"OW52500"	"2024-05-28; 2024-06-27; 2024-07-22; 2024-07-30; 2024-08-28; 2024-09-25; 2023-05-08; 2023-06-05; 2023-07-03; 2023-08-07; 2023-09-11; 2023-10-09; 2022-05-17; 2022-06-21; 2022-07-18; 2022-08-17; 2022-09-20; 2022-10-18"	"13:09:19; 12:14:37; 12:19:37; 11:01:41; 12:02:55; 14:17:21; 09:46:00; 09:10:00; 09:59:59; 10:24:59; NA; 11:00:00; 11:27:59; 11:24:00; 10:53:59; 11:20:00; 11:09:59"	"Oostakker,Mendonk,Mendonkdorp-Oostdonkstraat,opw brug"	112234.996709	204393.99969	"ZUIDLEDE"	"Bekken van de Gentse Kanalen"	"Gent"	720.7	2.55235294117647	5.13166666666667	1.8	2591	19.9722222222222	7.60277777777778	NA	0.234882352941176	116333.333333333	NA	8.1	NA	0.00115634338859045
TRUE	"craywatch_data"	2024	"2024-09-05"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	"Benedenscheldebekken"	3.87919769605144	51.0903407024013	11583	3105	1	NA	353	0.500326251468246	2024	"OW497000"	"2024-05-06; 2024-05-21; 2024-06-14; 2024-07-10; 2024-08-09; 2024-09-06; 2024-10-04; 2023-05-16; 2023-06-15; 2023-06-22; 2023-07-13; 2023-08-21; 2023-09-11; 2023-10-04"	"11:12:19; 12:33:18; 11:50:14; 10:14:11; 11:33:57; 12:05:47; 11:56:15; 12:23:59; 10:15:59; 15:50:59; 14:47:59; 12:45:00; 12:34:00; 13:08:00"	"Beervelde,Weversstraat, afw weg"	116547.996844	198064.00373	"LEDE - ZUIDLEDE"	"Benedenscheldebekken"	"Lochristi"	41.9846153846154	2.91076923076923	4.00714285714286	2.66666666666667	802.214285714286	17.4857142857143	7.51846153846154	NA	0.286076923076923	NA	NA	6.94615384615385	NA	859.413244673597
TRUE	"craywatch_data"	2024	"2024-08-28"	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	1	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	4.00286249603005	51.1742492023909	3097	123	1	NA	358	0.344247248527897	2024	"OW46000"	"2024-07-29"	"11:51:43"	"Klein Sinaai-Kern,Koebrugstraat-Weimanstraat,opw Koebrug"	124405.999064	207208.999645	"KANAAL VAN STEKENE - KANAAL VAN HULST - GENTSE VAART - VOORHOUTBEEK"	"Bekken van de Gentse Kanalen"	"Stekene"	NA	NA	5.64	NA	603	21.8	7.65	NA	NA	NA	NA	NA	NA	9.52605872055666
FALSE	"craywatch_data"	2024	"2024-10-01"	0	0	0	0	0	4.06666666666667	0	0	0	0	1	0	0	0	3	"Bekken van de Gentse Kanalen"	3.97015789603418	51.1372354023979	13923	26	1	NA	368	1.20713161938642	2024	"OW52000"	"2024-05-28; 2024-06-27; 2024-07-22; 2024-07-24; 2024-08-28; 2024-09-25; 2023-05-08; 2023-06-05; 2023-07-03; 2023-08-07; 2023-09-11; 2023-10-09; 2022-05-17; 2022-06-21; 2022-07-18; 2022-08-17; 2022-09-20; 2022-10-18"	"12:20:42; 11:24:03; 11:39:24; 12:25:54; 11:12:19; 13:19:20; 11:36:00; 12:00:00; 11:29:59; 12:14:59; NA; 12:35:00; 13:40:00; 13:24:00; 13:02:00; 13:13:00; 13:49:59; 13:37:00"	"Eksaarde,einde Reepstraat,veldweg"	122101.997554	203094.997813	"ZUIDLEDE"	"Bekken van de Gentse Kanalen"	"Lokeren"	100.117647058824	1.48058823529412	6.025	2.7625	849.611111111111	19.9111111111111	7.92555555555556	54	0.323176470588235	112500	26.2785714285714	11	NA	0.00115592082579722
TRUE	"craywatch_data"	2024	"2024-09-15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	"Denderbekken"	4.14973339597513	50.9916490024593	5109	6337	2	NA	403	0.855376611778122	2024	"OW516300"	"2024-07-01; 2023-05-15; 2023-06-13; 2023-07-19; 2023-08-16; 2023-09-19; 2023-10-17; 2022-05-17; 2022-06-21; 2022-07-18; 2022-09-20; 2022-10-18"	"14:32:39; 11:27:00; 07:26:59; 09:19:00; 09:00:00; 09:28:00; 09:45:00; 12:41:59; 12:36:00; 10:33:00; 12:32:00; 12:55:00"	"Fochelstraat,opw weg"	134510.996423	186887.998531	"VONDELBEEK - BRABANTSE BEEK"	"Denderbekken"	"Lebbeke"	56.9875	7.72	3.39818181818182	2.9	875	16.6416666666667	7.74181818181818	NA	1.8885	NA	NA	24.9375	NA	119.243814603473
TRUE	"craywatch_data"	2024	"2024-10-25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	"Denderbekken"	3.95299439600397	50.8080060024906	29677	5954	1	NA	412	4.35695859114858	2024	"OW530000"	"2024-05-15; 2024-06-12; 2024-07-17; 2024-08-07; 2024-09-11; 2024-10-09; 2023-05-10; 2023-05-24; 2023-06-07; 2023-07-05; 2023-08-09; 2023-09-13; 2023-10-11; 2022-05-12; 2022-06-16; 2022-07-07; 2022-08-11; 2022-09-08; 2022-10-13"	"12:48:37; 12:16:15; 10:24:22; 11:01:33; 14:01:40; 11:35:06; 11:54:59; 13:15:00; 11:40:00; 12:05:00; 12:00:00; 12:14:59; 12:30:00; 09:28:00; 08:34:59; 07:40:00; 09:30:00; 08:29:59"	"Zandbergen,(Beekstraat)-Voordeweg,opw weg"	120695.999067	166477.005718	"MOLENBEEK - PACHTBOSBEEK - WATERMOLENBEEK - MOENEBROEKBEEK"	"Denderbekken"	"Geraardsbergen"	43.8055555555556	4.16888888888889	5.18631578947368	1.55555555555556	781.684210526316	15.7842105263158	7.77157894736842	NA	0.282352941176471	122833.333333333	NA	11.8333333333333	NA	0.00114521260094505
TRUE	"craywatch_data"	2024	"2024-08-23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	"Denderbekken"	3.89323759601945	50.8165835024815	28984	6095	2	NA	414	1.36893964860403	2024	"OW530400"	"2024-06-24"	"10:35:46"	"Ophasselt,Dries,Kollenhoek,afw weg"	117125.997713	167646.997506	"OPHASSELTBEEK - BROEKBEEK - SOMPELSKOUTERBEEK - KERREMELKBEEK - JEMPELKOUTERBEEK"	"Denderbekken"	"Geraardsbergen"	NA	NA	8.16	NA	723	15.7	7.95	NA	NA	NA	NA	NA	NA	663.670185062963
TRUE	"craywatch_data"	2024	"2024-08-24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"Bekken van de Gentse Kanalen"	3.6207068961133	51.0832226023754	17520	72	1	NA	433	1.90537840911618	2024	"OW749200"	"2024-05-07; 2024-06-13; 2024-07-03; 2024-07-08; 2024-08-01; 2024-09-17; 2024-10-10; 2023-05-23; 2023-06-20; 2023-07-19; 2023-08-16; 2023-09-19; 2023-10-17; 2022-05-18; 2022-06-22; 2022-07-19; 2022-08-18; 2022-09-21; 2022-10-19"	"10:17:34; 10:02:58; 10:54:38; 09:37:10; 10:05:23; 10:36:51; 10:57:43; 09:10:00; 08:29:59; 09:45:00; 11:15:00; 09:59:59; 10:44:59; 12:08:00; 12:05:00; 11:36:00; 12:10:00; 13:40:00; 12:01:59"	"Molendam-Molenslag,Molenbrug,opw weg"	97583.996063	197275.006152	"OUDE KALE"	"Bekken van de Gentse Kanalen"	"Lievegem"	71.2176470588235	1.58470588235294	4.36315789473684	1.2	816.473684210526	16.9421052631579	7.61263157894737	NA	0.976470588235294	128600	NA	2.58235294117647	NA	0.0141521896323452
TRUE	"craywatch_data"	2024	"2024-09-16"	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	3.69926429609642	51.1034925023781	1141	625	1	NA	440	1.32958217486023	2024	"OW789420"	"2024-05-07; 2024-06-13; 2024-07-03; 2024-07-08; 2024-08-01; 2024-09-17; 2024-10-10; 2023-05-08; 2023-08-10; 2023-09-19; 2023-10-19"	"10:18:21; 12:43:39; 13:01:55; 10:55:28; 12:44:58; 13:12:38; 11:42:08; 14:05:00; 14:25:59; 14:43:00; 13:19:00"	"Spoorwegstraat-Christoffelweg-veldweg langs spoorweg,afw brug (Waalbrug)"	103713.997891	199522.005826	"NIEUWE KALE"	"Bekken van de Gentse Kanalen"	"Evergem"	100.644444444444	4.62285714285714	6.639	2.32857142857143	893.636363636364	17.8454545454545	7.70363636363636	NA	0.405714285714286	116777.777777778	NA	23.5375	NA	606.941736901136
FALSE	"craywatch_data"	2024	"2024-09-17"	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	3	"Bekken van de Gentse Kanalen"	3.69926429609642	51.1034925023781	1141	625	1	NA	441	1.32958217486023	2024	"OW789420"	"2024-05-07; 2024-06-13; 2024-07-03; 2024-07-08; 2024-08-01; 2024-09-17; 2024-10-10; 2023-05-08; 2023-08-10; 2023-09-19; 2023-10-19"	"10:18:21; 12:43:39; 13:01:55; 10:55:28; 12:44:58; 13:12:38; 11:42:08; 14:05:00; 14:25:59; 14:43:00; 13:19:00"	"Spoorwegstraat-Christoffelweg-veldweg langs spoorweg,afw brug (Waalbrug)"	103713.997891	199522.005826	"NIEUWE KALE"	"Bekken van de Gentse Kanalen"	"Evergem"	100.644444444444	4.62285714285714	6.639	2.32857142857143	893.636363636364	17.8454545454545	7.70363636363636	NA	0.405714285714286	116777.777777778	NA	23.5375	NA	606.941736901136
TRUE	"craywatch_data"	2024	"2024-10-28"	0	0	0	0	0	1.66666666666667	0	0	0	0	1	0	0	0	3	"Bekken van de Gentse Kanalen"	3.68718559611603	51.2657738023309	1264	2826	1	NA	449	1.3357315646052	2024	"OW15000"	"2024-05-28; 2024-06-25; 2024-07-18; 2024-07-23; 2024-08-22; 2024-09-23; 2024-10-15; 2023-05-24; 2023-06-21; 2023-07-25; 2023-08-17; 2023-09-25; 2023-10-18; 2022-05-19; 2022-06-23; 2022-07-26; 2022-08-23; 2022-09-22; 2022-10-20"	"13:13:42; 13:33:32; 11:55:16; 09:46:05; 13:02:09; 12:51:58; 13:03:43; 10:44:59; 11:05:00; 12:00:00; 11:54:00; 11:56:59; 11:50:00; 12:39:59; 11:34:59; 01:55:00; 12:10:00"	"Boekhoute,Noorddijk-Kruisstraat,opw stuw"	102399.996582	217579.997294	"ISABELLAWATERING"	"Bekken van de Gentse Kanalen"	"Assenede"	87.5	2.81470588235294	4.51473684210526	2.5	813.526315789474	18.9315789473684	7.76105263157895	70.6666666666667	0.676117647058823	105400	37.5376666666667	10.5588235294118	NA	50.0865822128166
TRUE	"craywatch_data"	2024	"2024-08-13"	0	0	0	0	0	1.83333333333333	0	0	0	0	1	0	0	0	10	"Netebekken"	5.06495519576098	51.1141588025268	29476	9077	2	NA	475	1.56013338299217	2024	"OW328220"	"2024-09-24; 2023-06-14; 2023-08-09; 2023-08-16; 2023-09-14"	"12:43:47; 10:04:59; 11:04:00; 10:47:00; 12:28:59"	"De Donken; afw weg(BIO), opw weg(FC)"	198466.998317	200280.004521	"HALFWEGLOOP - KLEINBROEKBEEK - KLEINBROEKLOOP - SCHEILOOP - SCHEIBEEK"	"Netebekken"	"Meerhout"	27.1333333333333	1.41666666666667	3.932	0.5	252.6	16.5	6.514	NA	0.188666666666667	28500	NA	18.6333333333333	NA	492.105849394831
TRUE	"craywatch_data"	2024	"2024-09-13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	"Benedenscheldebekken"	4.40454279592977	51.15668370244	29675	3764	2	NA	506	0.664343073114319	2024	"OW204600"	"2024-09-20; 2023-05-31; 2023-06-21; 2023-07-31; 2023-08-30; 2023-09-26; 2023-10-25"	"09:34:25; 09:48:00; 08:38:00; 09:46:59; 08:47:59; 13:10:00; 08:45:00"	"Wilrijk, Doornstraat, opw brug en overstort"	152324.001553	205158.996578	"KLEINE STRUISBEEK"	"Benedenscheldebekken"	"Antwerpen"	105.166666666667	3.38333333333333	4.03571428571429	1.55	776.142857142857	16.1857142857143	7.54571428571429	NA	0.549	NA	NA	8.46666666666667	NA	181.458766295277
TRUE	"craywatch_data"	2024	"2024-10-13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	"Netebekken"	5.24391529571786	51.1322606025421	6236	348	0	NA	558	6.17704880569675	2024	"OW849000"	"2024-05-22; 2024-06-19; 2024-07-08; 2024-08-21; 2024-09-19; 2024-10-17; 2023-05-11; 2023-05-15; 2023-06-14; 2023-07-12; 2023-08-16; 2023-09-14; 2023-10-11; 2022-05-16; 2022-06-20; 2022-07-18; 2022-08-17; 2022-09-21; 2022-10-17"	"11:28:48; 12:44:28; 11:42:35; 15:12:59; 11:47:15; 12:20:37; 10:35:59; 09:14:00; 08:18:59; 12:57:00; 10:20:00; 09:46:59; 10:01:00; 11:47:59; 07:15:00; 08:42:00; 07:21:00; 08:59:00"	"Strooiendorp, Lidostraat, tgo scheepswerf (aan bord \"Leopoldsburg Jachtclub\")"	211200.000475	202938.99756	"KANAAL VAN BEVERLO"	"Netebekken"	"Leopoldsburg"	41.0058823529412	0.915294117647059	8.28315789473684	1.55555555555556	436.777777777778	19.9894736842105	8.08210526315789	82	0.0501764705882353	52000	10.23	5.35882352941176	NA	124.761894047612
TRUE	"craywatch_data"	2024	"2024-07-24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"Bekken van de Gentse Kanalen"	3.53499379612703	51.0160398023853	18499	831	2	NA	599	2.89674609387603	2024	"OW768530"	"2024-05-21; 2024-06-11"	"17:54:46; 16:33:22"	"SAW brugje Pastoriestraat 47 Deinze"	91359.754482	189812.0262	"Onbekend"	"Onbekend"	"Deinze"	55.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.901755038636
TRUE	"craywatch_data"	2024	"2024-10-03"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	"Leiebekken"	3.63971509610097	51.0083204023988	29014	4519	2	NA	605	0.448727458743374	2024	"OW587010"	"2024-05-16; 2024-06-11; 2024-07-16; 2024-08-21; 2024-09-24; 2024-10-14"	"11:29:03; 14:14:41; 14:01:45; 13:22:41; 14:02:59; 14:30:56"	"300 meter in Turrebos, veldwegel langs Kortrijksestwg"	99065.001495	189069.003808	"ROSDAMBEEK - NAZARETHBEEK"	"Leiebekken"	"Sint-Martens-Latem"	35.4166666666667	1.36	4.302	NA	634	15.56	7.554	NA	0.439333333333333	NA	NA	5.58	NA	269.756760885451
TRUE	"craywatch_data"	2024	"2024-07-26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"Bekken van de Gentse Kanalen"	3.70797859609859	51.1449082023673	17962	25	2	NA	610	0.78452038168139	2024	"OW788970"	"2024-07-10"	"10:49:27"	"Sleidinge,Volpenswege-Kerselaarstraat"	103112.997989	203409.004809	"SLEIDINGSVAARDEKEN"	"Bekken van de Gentse Kanalen"	"Evergem"	NA	NA	4.51	NA	749	17.9	7.45	NA	NA	NA	NA	NA	NA	931.609919554608
NA	"gbif_data"	2019	"2019-01-12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.99751999580104	51.3335800024554	29695	8504	2	NA	935	1.08196527509119	2019	"OW292320"	"2019-05-20; 2019-06-20; 2019-07-23; 2019-08-22; 2019-09-18; 2019-10-16"	"11:15:00; 12:59:59; 09:55:00; 07:53:59; 10:31:59; 12:09:00"	"schuurhovenberg"	193793.999158	224916.005511	"DE AA - NATTENLOOP"	"Netebekken"	"Oud-Turnhout"	50.5	1.7	7.01	NA	414.666666666667	15.5666666666667	7.41166666666667	NA	0.221666666666667	NA	NA	1.66666666666667	NA	137.555440644353
NA	"gbif_data"	2019	"2019-07-08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	3.97631999602985	51.1099500024063	10985	15074	0	NA	956	1.73832508218093	2019	"OW42600"	"2019-05-22; 2019-06-20; 2019-07-23; 2019-08-22; 2019-09-19; 2019-10-10; 2018-05-03; 2018-06-14; 2018-07-19; 2018-08-13; 2018-09-13; 2018-10-04; 2017-05-18; 2017-06-22; 2017-07-25; 2017-08-24; 2017-09-21; 2017-10-26"	"09:18:00; 09:14:00; 09:01:00; 09:52:00; 09:05:59; 10:02:00; 09:19:59; 08:54:59; 09:12:59; 09:08:00; 09:27:00; 08:52:00; 09:05:00; 09:14:59; 09:32:59; 09:26:00"	"Veerstraat"	122525.000298	200106.996438	"BOVENDURME - DURME - MOERVAART"	"Bekken van de Gentse Kanalen"	"Lokeren"	72.5555555555556	1.18555555555556	5.72777777777778	1.84888888888889	752.611111111111	18.8166666666667	7.83833333333333	NA	0.169777777777778	NA	NA	10.8	NA	50.3651910630204
NA	"gbif_data"	2019	"2019-08-05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.99758999580101	51.3334700024554	29695	8504	2	NA	964	2.70011200754671	2019	"OW292320"	"2019-05-20; 2019-06-20; 2019-07-23; 2019-08-22; 2019-09-18; 2019-10-16"	"11:15:00; 12:59:59; 09:55:00; 07:53:59; 10:31:59; 12:09:00"	"schuurhovenberg"	193793.999158	224916.005511	"DE AA - NATTENLOOP"	"Netebekken"	"Oud-Turnhout"	50.5	1.7	7.01	NA	414.666666666667	15.5666666666667	7.41166666666667	NA	0.221666666666667	NA	NA	1.66666666666667	NA	126.829553666963
NA	"gbif_data"	2019	"2019-08-05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.997659995801	51.3335300024554	29695	8504	2	NA	965	3.83147070575442	2019	"OW292320"	"2019-05-20; 2019-06-20; 2019-07-23; 2019-08-22; 2019-09-18; 2019-10-16"	"11:15:00; 12:59:59; 09:55:00; 07:53:59; 10:31:59; 12:09:00"	"schuurhovenberg"	193793.999158	224916.005511	"DE AA - NATTENLOOP"	"Netebekken"	"Oud-Turnhout"	50.5	1.7	7.01	NA	414.666666666667	15.5666666666667	7.41166666666667	NA	0.221666666666667	NA	NA	1.66666666666667	NA	134.595893456969
